order_id,order_date,customer_name,product_id,quantity
2024020001,2024-02-2,User59,2,6
2024020002,2024-02-9,User76,5,9
2024020003,2024-02-20,User38,2,7
2024020004,2024-02-18,User79,3,9
2024020005,2024-02-13,User99,4,5
2024020006,2024-02-23,User92,2,6
2024020007,2024-02-11,User82,5,1
2024020008,2024-02-7,User6,5,8
2024020009,2024-02-1,User37,5,10
2024020010,2024-02-21,User78,3,6
2024020011,2024-02-10,User10,5,10
2024020012,2024-02-4,User18,4,3
2024020013,2024-02-18,User81,5,3
2024020014,2024-02-13,User65,4,3
2024020015,2024-02-6,User37,3,4
2024020016,2024-02-16,User46,4,1
2024020017,2024-02-12,User97,1,10
2024020018,2024-02-15,User5,2,3
2024020019,2024-02-24,User18,4,10
2024020020,2024-02-12,User52,5,5
2024020021,2024-02-5,User37,5,7
2024020022,2024-02-28,User96,3,6
2024020023,2024-02-24,User61,5,5
2024020024,2024-02-17,User83,5,10
2024020025,2024-02-12,User92,4,2
2024020026,2024-02-14,User8,5,1
2024020027,2024-02-6,User69,2,1
2024020028,2024-02-18,User53,2,6
2024020029,2024-02-12,User18,1,10
2024020030,2024-02-8,User37,2,6
2024020031,2024-02-28,User22,4,9
2024020032,2024-02-8,User7,3,3
2024020033,2024-02-27,User41,4,5
2024020034,2024-02-11,User88,3,10
2024020035,2024-02-16,User27,3,10
2024020036,2024-02-6,User69,2,3
2024020037,2024-02-22,User78,2,6
2024020038,2024-02-23,User74,3,5
2024020039,2024-02-9,User7,4,10
2024020040,2024-02-25,User6,3,3
2024020041,2024-02-20,User40,3,10
2024020042,2024-02-26,User10,4,4
2024020043,2024-02-28,User53,4,7
2024020044,2024-02-10,User89,3,6
2024020045,2024-02-20,User31,1,5
2024020046,2024-02-21,User56,5,7
2024020047,2024-02-3,User75,5,8
2024020048,2024-02-4,User24,5,8
2024020049,2024-02-20,User77,3,7
2024020050,2024-02-11,User14,5,9
2024020051,2024-02-16,User54,2,6
2024020052,2024-02-15,User97,5,2
2024020053,2024-02-5,User59,2,10
2024020054,2024-02-7,User36,4,4
2024020055,2024-02-4,User17,5,9
2024020056,2024-02-18,User25,4,9
2024020057,2024-02-27,User96,5,9
2024020058,2024-02-18,User71,1,4
2024020059,2024-02-8,User29,2,6
2024020060,2024-02-12,User27,4,3
2024020061,2024-02-9,User34,5,4
2024020062,2024-02-4,User16,2,5
2024020063,2024-02-9,User27,5,2
2024020064,2024-02-20,User85,3,8
2024020065,2024-02-20,User14,2,7
2024020066,2024-02-25,User99,5,8
2024020067,2024-02-27,User58,5,10
2024020068,2024-02-18,User62,5,10
2024020069,2024-02-6,User95,3,4
2024020070,2024-02-22,User13,1,9
2024020071,2024-02-13,User39,5,3
2024020072,2024-02-27,User4,1,1
2024020073,2024-02-5,User39,2,7
2024020074,2024-02-27,User53,3,2
2024020075,2024-02-8,User69,4,3
2024020076,2024-02-16,User90,5,5
2024020077,2024-02-2,User78,4,8
2024020078,2024-02-1,User90,2,3
2024020079,2024-02-14,User78,5,1
2024020080,2024-02-3,User96,3,6
2024020081,2024-02-14,User75,3,10
2024020082,2024-02-19,User61,3,7
2024020083,2024-02-23,User81,4,9
2024020084,2024-02-17,User79,5,9
2024020085,2024-02-16,User40,3,4
2024020086,2024-02-20,User69,4,6
2024020087,2024-02-14,User22,1,3
2024020088,2024-02-25,User19,5,6
2024020089,2024-02-6,User35,1,6
2024020090,2024-02-9,User35,2,5
2024020091,2024-02-9,User81,1,6
2024020092,2024-02-26,User100,1,1
2024020093,2024-02-16,User84,1,2
2024020094,2024-02-8,User84,1,8
2024020095,2024-02-24,User95,3,6
2024020096,2024-02-12,User88,5,8
2024020097,2024-02-9,User38,5,5
2024020098,2024-02-26,User58,2,10
2024020099,2024-02-22,User74,4,10
2024020100,2024-02-28,User15,2,4
2024020101,2024-02-27,User85,3,5
2024020102,2024-02-24,User32,2,2
2024020103,2024-02-20,User16,1,5
2024020104,2024-02-25,User24,1,10
2024020105,2024-02-10,User81,2,2
2024020106,2024-02-4,User96,1,6
2024020107,2024-02-20,User11,4,4
2024020108,2024-02-27,User68,1,4
2024020109,2024-02-26,User37,1,10
2024020110,2024-02-5,User82,2,2
2024020111,2024-02-11,User55,5,5
2024020112,2024-02-15,User65,4,7
2024020113,2024-02-25,User77,5,10
2024020114,2024-02-11,User10,3,9
2024020115,2024-02-5,User13,5,7
2024020116,2024-02-2,User90,1,7
2024020117,2024-02-16,User95,2,9
2024020118,2024-02-4,User52,3,9
2024020119,2024-02-9,User28,4,2
2024020120,2024-02-12,User28,1,1
2024020121,2024-02-4,User94,3,4
2024020122,2024-02-26,User9,3,4
2024020123,2024-02-6,User87,2,3
2024020124,2024-02-11,User31,4,8
2024020125,2024-02-7,User64,4,5
2024020126,2024-02-11,User30,1,5
2024020127,2024-02-24,User94,5,6
2024020128,2024-02-17,User55,4,5
2024020129,2024-02-9,User84,3,1
2024020130,2024-02-17,User58,1,3
2024020131,2024-02-28,User24,1,6
2024020132,2024-02-16,User46,4,4
2024020133,2024-02-9,User25,5,10
2024020134,2024-02-3,User93,5,7
2024020135,2024-02-11,User45,2,1
2024020136,2024-02-21,User68,1,5
2024020137,2024-02-19,User55,3,3
2024020138,2024-02-2,User2,5,4
2024020139,2024-02-13,User95,5,9
2024020140,2024-02-16,User37,5,5
2024020141,2024-02-9,User65,2,7
2024020142,2024-02-18,User62,3,2
2024020143,2024-02-19,User25,4,7
2024020144,2024-02-10,User20,2,4
2024020145,2024-02-6,User50,3,1
2024020146,2024-02-5,User14,3,5
2024020147,2024-02-23,User89,1,7
2024020148,2024-02-11,User44,3,6
2024020149,2024-02-9,User47,2,7
2024020150,2024-02-12,User3,5,3
2024020151,2024-02-13,User28,1,5
2024020152,2024-02-13,User41,5,3
2024020153,2024-02-4,User7,3,2
2024020154,2024-02-17,User90,1,9
2024020155,2024-02-21,User11,5,2
2024020156,2024-02-1,User95,5,6
2024020157,2024-02-23,User6,2,7
2024020158,2024-02-14,User31,4,10
2024020159,2024-02-18,User11,1,8
2024020160,2024-02-17,User39,3,2
2024020161,2024-02-10,User94,1,5
2024020162,2024-02-6,User44,4,7
2024020163,2024-02-1,User74,2,1
2024020164,2024-02-12,User13,4,1
2024020165,2024-02-16,User58,4,9
2024020166,2024-02-11,User55,5,3
2024020167,2024-02-11,User28,4,3
2024020168,2024-02-26,User29,3,7
2024020169,2024-02-26,User9,1,10
2024020170,2024-02-22,User7,2,2
2024020171,2024-02-8,User64,3,6
2024020172,2024-02-15,User21,4,1
2024020173,2024-02-4,User65,3,8
2024020174,2024-02-5,User17,1,4
2024020175,2024-02-14,User26,1,1
2024020176,2024-02-18,User45,4,2
2024020177,2024-02-1,User99,2,10
2024020178,2024-02-24,User51,3,4
2024020179,2024-02-24,User28,1,6
2024020180,2024-02-1,User65,3,1
2024020181,2024-02-8,User64,3,3
2024020182,2024-02-23,User15,4,8
2024020183,2024-02-5,User80,4,6
2024020184,2024-02-1,User25,5,4
2024020185,2024-02-2,User17,2,5
2024020186,2024-02-28,User22,3,4
2024020187,2024-02-10,User99,4,3
2024020188,2024-02-18,User49,3,1
2024020189,2024-02-12,User11,1,9
2024020190,2024-02-23,User57,1,7
2024020191,2024-02-1,User95,5,4
2024020192,2024-02-18,User17,4,8
2024020193,2024-02-1,User100,4,3
2024020194,2024-02-21,User31,4,2
2024020195,2024-02-7,User95,3,6
2024020196,2024-02-17,User61,4,4
2024020197,2024-02-17,User34,2,1
2024020198,2024-02-23,User15,2,9
2024020199,2024-02-14,User86,2,1
2024020200,2024-02-13,User68,3,8
2024020201,2024-02-24,User94,2,5
2024020202,2024-02-27,User59,1,1
2024020203,2024-02-12,User73,3,6
2024020204,2024-02-13,User56,4,5
2024020205,2024-02-19,User31,1,9
2024020206,2024-02-26,User61,5,3
2024020207,2024-02-17,User22,1,4
2024020208,2024-02-20,User11,4,3
2024020209,2024-02-17,User90,2,3
2024020210,2024-02-10,User68,4,8
2024020211,2024-02-25,User86,1,4
2024020212,2024-02-26,User87,5,9
2024020213,2024-02-16,User99,1,1
2024020214,2024-02-4,User69,3,1
2024020215,2024-02-1,User44,1,8
2024020216,2024-02-16,User96,2,4
2024020217,2024-02-25,User74,5,2
2024020218,2024-02-12,User97,3,3
2024020219,2024-02-9,User36,3,9
2024020220,2024-02-25,User20,4,2
2024020221,2024-02-20,User60,2,7
2024020222,2024-02-3,User2,3,7
2024020223,2024-02-16,User79,2,1
2024020224,2024-02-6,User1,3,8
2024020225,2024-02-4,User72,5,7
2024020226,2024-02-24,User75,1,2
2024020227,2024-02-6,User79,1,7
2024020228,2024-02-11,User78,4,3
2024020229,2024-02-16,User74,2,4
2024020230,2024-02-26,User42,5,7
2024020231,2024-02-21,User73,4,5
2024020232,2024-02-13,User92,4,10
2024020233,2024-02-13,User18,1,6
2024020234,2024-02-1,User75,1,2
2024020235,2024-02-24,User5,1,4
2024020236,2024-02-18,User82,4,9
2024020237,2024-02-23,User58,1,1
2024020238,2024-02-2,User86,2,1
2024020239,2024-02-25,User20,4,9
2024020240,2024-02-7,User18,1,2
2024020241,2024-02-7,User27,4,1
2024020242,2024-02-27,User28,4,10
2024020243,2024-02-28,User43,4,8
2024020244,2024-02-8,User43,4,5
2024020245,2024-02-21,User68,5,9
2024020246,2024-02-2,User45,2,9
2024020247,2024-02-16,User56,1,4
2024020248,2024-02-27,User3,2,4
2024020249,2024-02-19,User75,3,3
2024020250,2024-02-6,User35,1,4
2024020251,2024-02-11,User21,3,5
2024020252,2024-02-26,User2,1,8
2024020253,2024-02-28,User58,3,5
2024020254,2024-02-12,User30,2,3
2024020255,2024-02-19,User92,1,4
2024020256,2024-02-12,User100,4,7
2024020257,2024-02-19,User36,1,10
2024020258,2024-02-23,User6,5,2
2024020259,2024-02-13,User58,1,3
2024020260,2024-02-24,User6,2,2
2024020261,2024-02-10,User15,4,10
2024020262,2024-02-7,User73,2,5
2024020263,2024-02-9,User95,3,3
2024020264,2024-02-26,User80,2,6
2024020265,2024-02-8,User48,2,9
2024020266,2024-02-6,User58,3,4
2024020267,2024-02-15,User69,1,7
2024020268,2024-02-4,User87,5,5
2024020269,2024-02-10,User27,2,9
2024020270,2024-02-15,User32,2,5
2024020271,2024-02-10,User84,4,9
2024020272,2024-02-18,User70,4,6
2024020273,2024-02-21,User53,3,2
2024020274,2024-02-14,User80,2,3
2024020275,2024-02-24,User31,5,10
2024020276,2024-02-9,User96,3,8
2024020277,2024-02-12,User8,1,8
2024020278,2024-02-24,User77,5,10
2024020279,2024-02-26,User32,4,1
2024020280,2024-02-1,User73,1,10
2024020281,2024-02-12,User26,4,6
2024020282,2024-02-7,User19,3,10
2024020283,2024-02-19,User96,5,3
2024020284,2024-02-15,User6,5,9
2024020285,2024-02-22,User1,1,2
2024020286,2024-02-18,User27,4,7
2024020287,2024-02-19,User49,3,10
2024020288,2024-02-6,User47,5,5
2024020289,2024-02-24,User83,4,10
