order_id,order_date,customer_name,product_id,quantity
2024010001,2024-01-26,User33,1,6
2024010002,2024-01-19,User79,5,4
2024010003,2024-01-13,User33,2,3
2024010004,2024-01-18,User38,4,3
2024010005,2024-01-2,User58,5,10
2024010006,2024-01-18,User7,3,6
2024010007,2024-01-8,User41,3,5
2024010008,2024-01-4,User58,2,1
2024010009,2024-01-26,User59,3,3
2024010010,2024-01-25,User72,5,4
2024010011,2024-01-14,User16,5,9
2024010012,2024-01-19,User46,5,3
2024010013,2024-01-17,User42,3,5
2024010014,2024-01-9,User90,4,10
2024010015,2024-01-28,User23,4,10
2024010016,2024-01-22,User41,4,7
2024010017,2024-01-7,User84,4,1
2024010018,2024-01-15,User25,1,4
2024010019,2024-01-16,User43,3,9
2024010020,2024-01-17,User50,2,7
2024010021,2024-01-6,User72,3,7
2024010022,2024-01-27,User99,3,2
2024010023,2024-01-14,User50,3,3
2024010024,2024-01-23,User21,4,6
2024010025,2024-01-13,User5,3,10
2024010026,2024-01-3,User22,5,10
2024010027,2024-01-26,User65,4,7
2024010028,2024-01-27,User61,4,2
2024010029,2024-01-15,User100,2,7
2024010030,2024-01-21,User9,3,8
2024010031,2024-01-23,User22,2,5
2024010032,2024-01-14,User50,2,1
2024010033,2024-01-7,User58,2,10
2024010034,2024-01-20,User54,2,9
2024010035,2024-01-2,User15,1,10
2024010036,2024-01-15,User10,2,8
2024010037,2024-01-21,User61,3,3
2024010038,2024-01-18,User73,5,5
2024010039,2024-01-24,User99,4,6
2024010040,2024-01-6,User84,4,8
2024010041,2024-01-26,User7,1,7
2024010042,2024-01-9,User19,1,3
2024010043,2024-01-8,User61,2,10
2024010044,2024-01-15,User34,5,7
2024010045,2024-01-20,User19,4,3
2024010046,2024-01-16,User6,2,9
2024010047,2024-01-5,User96,3,10
2024010048,2024-01-10,User53,1,8
2024010049,2024-01-18,User50,5,3
2024010050,2024-01-15,User90,1,2
2024010051,2024-01-15,User94,3,2
2024010052,2024-01-22,User56,3,5
2024010053,2024-01-25,User66,3,10
2024010054,2024-01-26,User16,4,7
2024010055,2024-01-16,User19,2,3
2024010056,2024-01-16,User80,1,8
2024010057,2024-01-5,User40,3,4
2024010058,2024-01-24,User10,5,2
2024010059,2024-01-19,User15,2,2
2024010060,2024-01-9,User24,4,8
2024010061,2024-01-7,User96,4,10
2024010062,2024-01-3,User20,4,4
2024010063,2024-01-19,User51,3,4
2024010064,2024-01-20,User70,2,3
2024010065,2024-01-19,User62,1,10
2024010066,2024-01-19,User84,2,6
2024010067,2024-01-18,User88,5,8
2024010068,2024-01-5,User68,5,4
2024010069,2024-01-25,User94,1,8
2024010070,2024-01-8,User6,3,6
2024010071,2024-01-12,User76,4,6
2024010072,2024-01-27,User28,5,9
2024010073,2024-01-26,User94,2,2
2024010074,2024-01-10,User54,5,5
2024010075,2024-01-28,User26,3,5
2024010076,2024-01-28,User65,5,6
2024010077,2024-01-17,User26,4,3
2024010078,2024-01-16,User90,1,2
2024010079,2024-01-13,User3,5,9
2024010080,2024-01-1,User50,4,1
2024010081,2024-01-5,User88,4,6
2024010082,2024-01-28,User89,5,8
2024010083,2024-01-4,User8,5,1
2024010084,2024-01-26,User5,3,2
2024010085,2024-01-12,User54,1,2
2024010086,2024-01-25,User65,2,10
2024010087,2024-01-28,User92,4,2
2024010088,2024-01-10,User1,2,10
2024010089,2024-01-6,User36,1,7
